loc_rowid,kepid,kepoi_name,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
2387,6345732,K02857.01,2.12,3.500e-01,-3.400e-01,770.0,,,14.660000,7.300000,-7.300000,5937.00,71.00,-79.00,1.2910,0.2090,-0.2090,1.0840,0.0850,-0.0770
2388,5716763,K00272.01,4.52,9.500e-01,-1.430e+00,2215.0,,,4.810000,2.300000,-2.300000,5918.00,163.00,-133.00,1.5960,0.3370,-0.5060,0.8810,0.1300,-0.0740
2389,6345732,K02857.02,1.33,2.100e-01,-2.200e-01,1075.0,,,6.630000,3.100000,-3.100000,5937.00,71.00,-79.00,1.2910,0.2090,-0.2090,1.0840,0.0850,-0.0770
2390,8611257,K02931.01,2.17,1.500e-01,-8.000e-02,300.0,,,42.100000,20.900000,-20.900000,5010.00,100.00,-100.00,0.7150,0.0470,-0.0290,0.7980,0.0280,-0.0660
2391,3861611,K02932.01,2.12,6.200e-01,-2.100e-01,1147.0,,,10.680000,4.800000,-4.800000,5984.00,210.00,-210.00,0.9060,0.2640,-0.0880,0.9930,0.1210,-0.1210
2392,12416987,K02933.01,22.19,2.030e+00,-1.810e+00,240.0,,,150.800000,75.300000,-75.300000,4412.00,155.00,-170.00,0.6230,0.0570,-0.0510,0.6500,0.0630,-0.0630
2393,8259713,K02935.01,1.54,4.700e-01,-2.000e-01,681.0,,,33.550000,5.000000,-5.000000,6434.00,152.00,-209.00,1.0550,0.3230,-0.1390,1.0480,0.1560,-0.1280
2394,10880507,K02936.01,1.26,1.600e-01,-1.200e-01,934.0,,,10.710000,5.200000,-5.200000,5496.00,82.00,-74.00,0.9830,0.1260,-0.0940,0.9200,0.0580,-0.0440
2395,11098013,K02712.01,1.77,3.100e-01,-1.300e-01,1138.0,,,6.420000,3.000000,-3.000000,6408.00,115.00,-140.00,1.3370,0.2290,-0.0980,1.3290,0.0920,-0.0840
2396,5443604,K02713.01,1.72,1.900e-01,-1.400e-01,483.0,,,44.800000,11.700000,-11.700000,4889.00,146.00,-131.00,0.6860,0.0740,-0.0560,0.7590,0.0600,-0.0830
2397,12206313,K02714.01,1.84,3.100e-01,-3.100e-01,889.0,,,9.640000,4.100000,-4.100000,6115.00,122.00,-135.00,1.2910,0.2160,-0.2160,1.0770,0.1020,-0.0740
2398,12206313,K02714.02,2.10,3.500e-01,-3.500e-01,598.0,,,34.450000,2.000000,-2.000000,6115.00,122.00,-135.00,1.2910,0.2160,-0.2160,1.0770,0.1020,-0.0740
2399,9837661,K02715.01,4.04,2.400e-01,-4.500e-01,408.0,,,29.100000,11.900000,-11.900000,3640.00,81.00,-90.00,0.5030,0.0300,-0.0560,0.5130,0.0360,-0.0540
2400,7769819,K02778.01,1.70,3.600e-01,-2.500e-01,1283.0,,,5.950000,2.600000,-2.600000,5417.00,188.00,-169.00,0.9010,0.1950,-0.1300,0.8300,0.1180,-0.0690
2401,11874577,K02779.01,1.88,5.300e-01,-1.700e-01,559.0,,,28.500000,12.700000,-12.700000,6161.00,166.00,-203.00,0.8620,0.2430,-0.0760,0.9500,0.0950,-0.1160
2402,12164564,K02780.01,1.88,6.000e-01,-1.900e-01,1294.0,,,13.080000,1.900000,-1.900000,6198.00,175.00,-218.00,1.0050,0.3260,-0.1020,1.0720,0.1440,-0.1440
2403,8190354,K02781.01,1.31,3.200e-01,-3.600e-01,2158.0,,,6.990000,0.355000,-0.355000,5622.00,169.00,-152.00,2.0170,0.4960,-0.5510,0.9650,0.1640,-0.1100
2404,3425851,K00268.01,3.02,1.400e-01,-1.500e-01,473.0,,,70.456000,0.524000,-0.524000,6342.00,86.00,-76.00,1.3590,0.0620,-0.0680,1.1750,0.0580,-0.0650
2405,10397751,K02859.01,0.70,8.000e-02,-7.000e-02,1015.0,,,9.090000,3.800000,-3.800000,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340
2406,10397751,K02859.02,0.65,7.000e-02,-7.000e-02,1216.0,,,4.090000,1.900000,-1.900000,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340
2407,10397751,K02859.03,0.57,7.000e-02,-6.000e-02,944.0,,,10.790000,4.400000,-4.400000,5374.00,160.00,-144.00,0.7210,0.0820,-0.0730,0.6800,0.0860,-0.0340
2408,7815931,K02861.01,1.40,4.500e-01,-1.800e-01,1565.0,,,10.850000,4.500000,-4.500000,6065.00,180.00,-198.00,1.0230,0.3300,-0.1320,1.0180,0.1530,-0.1260
2409,6679295,K02862.01,1.64,9.000e-02,-1.100e-01,316.0,,,75.300000,26.500000,-26.500000,3678.00,73.00,-80.00,0.5120,0.0290,-0.0350,0.5450,0.0240,-0.0410
2410,9642292,K02946.01,1.93,6.000e-01,-1.900e-01,714.0,,,26.830000,2.800000,-2.800000,5926.00,187.00,-207.00,0.8870,0.2730,-0.0910,0.9780,0.1190,-0.1310
2411,6356692,K02948.01,1.02,1.800e-01,-2.300e-01,886.0,,,9.490000,4.600000,-4.600000,5557.00,122.00,-78.00,1.2490,0.2120,-0.2830,0.8970,0.0750,-0.0380
2412,6026737,K02949.01,1.04,1.600e-01,-2.000e-01,985.0,,,10.520000,4.600000,-4.600000,5866.00,105.00,-117.00,1.3390,0.2090,-0.2560,1.0160,0.1010,-0.0700
2413,4991208,K02951.01,0.67,7.000e-02,-5.000e-02,1249.0,,,9.830000,2.600000,-2.600000,5561.00,111.00,-111.00,0.8730,0.0990,-0.0660,0.8500,0.0600,-0.0430
2414,8243283,K02952.01,1.21,3.500e-01,-1.800e-01,1519.0,,,4.800000,1.800000,-1.800000,5784.00,172.00,-190.00,0.9840,0.2850,-0.1420,0.9210,0.1230,-0.0890
2415,9837661,K02715.02,2.10,1.300e-01,-2.300e-01,697.0,,,10.350000,0.982000,-0.982000,3640.00,81.00,-90.00,0.5030,0.0300,-0.0560,0.5130,0.0360,-0.0540
2416,9837661,K02715.03,1.78,1.100e-01,-2.000e-01,509.0,,,16.240000,2.900000,-2.900000,3640.00,81.00,-90.00,0.5030,0.0300,-0.0560,0.5130,0.0360,-0.0540
2417,9092504,K02716.01,1.52,3.600e-01,-1.500e-01,1666.0,,,3.190000,1.400000,-1.400000,5704.00,169.00,-186.00,0.8040,0.1940,-0.0770,0.8970,0.0880,-0.1070
2418,5383248,K00261.01,2.76,4.200e-01,-2.400e-01,711.0,,,21.300000,8.600000,-8.600000,5683.00,114.00,-114.00,0.9930,0.1500,-0.0870,0.9510,0.0670,-0.0610
2419,9092504,K02716.02,1.80,4.300e-01,-1.700e-01,883.0,,,14.920000,7.200000,-7.200000,5704.00,169.00,-186.00,0.8040,0.1940,-0.0770,0.8970,0.0880,-0.1070
2420,10001368,K02785.01,1.78,6.000e-01,-2.600e-01,1219.0,,,11.230000,1.400000,-1.400000,6237.00,194.00,-259.00,1.1160,0.3750,-0.1610,1.0690,0.1810,-0.1310
2421,9466429,K02786.01,2.31,7.000e-01,-4.600e-01,693.0,,,35.000000,15.300000,-15.300000,6763.00,182.00,-243.00,1.4240,0.4250,-0.2830,1.2350,0.1890,-0.1890
2422,4365442,K02787.01,1.84,3.000e-01,-6.900e-01,2551.0,,,3.370000,1.300000,-1.300000,6340.00,187.00,-187.00,2.4980,0.4040,-0.9440,1.2230,0.2120,-0.2590
2423,8885643,K02789.01,1.34,4.100e-01,-1.300e-01,1236.0,,,6.080000,3.000000,-3.000000,6177.00,169.00,-188.00,0.9060,0.2760,-0.0920,0.9820,0.1230,-0.1230
2424,5652893,K02790.01,0.98,6.000e-02,-5.000e-02,617.0,,,30.720000,6.100000,-6.100000,5153.00,102.00,-102.00,0.7670,0.0410,-0.0460,0.7630,0.0530,-0.0370
2425,3241557,K02863.01,0.69,2.100e-01,-7.000e-02,1525.0,,,6.790000,1.900000,-1.900000,6026.00,162.00,-180.00,0.9040,0.2680,-0.0890,0.9490,0.1170,-0.1170
2426,3957082,K02864.01,3.99,1.000e-01,-1.920e+00,2580.0,,,3.980000,1.300000,-1.300000,6115.00,201.00,-183.00,5.5440,0.1400,-2.6680,2.0720,0.0980,-0.5220
2427,8681833,K02865.01,1.15,3.500e-01,-1.200e-01,1655.0,,,5.189000,0.609000,-0.609000,5926.00,164.00,-205.00,0.9630,0.2970,-0.0990,1.0720,0.1100,-0.1520
2428,4138951,K02866.01,0.89,2.600e-01,-1.100e-01,1887.0,,,5.290000,1.500000,-1.500000,6384.00,153.00,-192.00,1.0860,0.3140,-0.1340,1.1290,0.1500,-0.1500
2429,3102384,K00273.01,2.07,5.000e-02,-7.000e-02,844.0,,,30.300000,13.100000,-13.100000,5720.00,77.00,-77.00,1.0800,0.0270,-0.0330,1.0670,0.0390,-0.0550
2430,10471515,K02961.01,0.70,1.100e-01,-8.000e-02,1311.0,,,9.960000,4.300000,-4.300000,6017.00,107.00,-131.00,1.2060,0.1990,-0.1330,1.1260,0.0800,-0.0890
2431,4935172,K02962.01,0.93,3.000e-01,-1.000e-01,1507.0,,,7.330000,3.000000,-3.000000,6164.00,171.00,-214.00,1.0450,0.3410,-0.1140,1.1090,0.1510,-0.1510
2432,8760040,K02963.01,1.78,3.000e-01,-2.300e-01,786.0,,,27.390000,2.300000,-2.300000,5951.00,71.00,-79.00,1.2620,0.2090,-0.1680,1.1170,0.0770,-0.0770
2433,8760040,K02963.02,1.42,2.300e-01,-1.900e-01,1064.0,,,16.450000,5.800000,-5.800000,5951.00,71.00,-79.00,1.2620,0.2090,-0.1680,1.1170,0.0770,-0.0770
2434,10098844,K02964.01,1.61,2.800e-01,-1.800e-01,551.0,,,34.400000,1.800000,-1.800000,6007.00,108.00,-133.00,1.1260,0.1930,-0.1280,1.0420,0.0860,-0.0700
2435,9467404,K02717.01,1.48,2.400e-01,-2.800e-01,2291.0,,,4.136000,0.148000,-0.148000,6039.00,134.00,-121.00,1.4130,0.2340,-0.2600,1.0750,0.1080,-0.0900
2436,5308666,K02718.01,131.40,3.350e+00,-2.679e+01,10634.0,,,3.221700,0.062600,-0.062600,3853.00,76.00,-105.00,78.8690,2.0100,-16.0830,1.7720,0.0770,-0.6580
2437,5184911,K02719.01,1.93,1.300e-01,-2.000e-01,895.0,,,13.280000,6.300000,-6.300000,4827.00,129.00,-144.00,0.8230,0.0560,-0.0860,0.7960,0.0510,-0.0510
2438,8176564,K02720.01,1.26,6.000e-02,-5.000e-02,1211.0,,,10.910000,5.300000,-5.300000,6042.00,81.00,-81.00,1.4320,0.0640,-0.0520,1.0290,0.0880,-0.0660
2439,6587105,K02721.01,3.52,4.900e-01,-5.000e-01,564.0,,,19.100000,9.500000,-9.500000,5533.00,74.00,-74.00,1.0720,0.1500,-0.1500,0.9330,0.0620,-0.0480
2440,11662184,K02791.01,1.94,3.100e-01,-1.700e-01,636.0,,,33.900000,10.500000,-10.500000,5912.00,70.00,-82.00,1.0900,0.1740,-0.0930,1.0790,0.0650,-0.0720
2441,11127479,K02792.01,0.70,2.000e-02,-3.000e-02,1668.0,,,5.200000,2.000000,-2.000000,5952.00,71.00,-83.00,1.3770,0.0390,-0.0620,1.1680,0.0430,-0.1080
2442,5428668,K02794.01,2.15,6.700e-01,-2.100e-01,2013.0,,,6.190000,1.600000,-1.600000,5955.00,179.00,-179.00,0.9100,0.2830,-0.0890,0.9990,0.1320,-0.1320
2443,5041569,K02795.01,2.70,9.400e-01,-3.200e-01,1477.0,,,1.343000,0.666000,-0.666000,6268.00,173.00,-260.00,1.1000,0.3840,-0.1280,1.1880,0.1700,-0.1700
2444,10604521,K02797.01,1.65,5.400e-01,-1.700e-01,2047.0,,,4.386000,0.016200,-0.016200,6116.00,190.00,-253.00,1.0840,0.3560,-0.1110,1.1810,0.1360,-0.1510
2445,9899181,K02867.01,0.40,2.000e-02,-2.000e-02,1249.0,,,2.945000,0.918000,-0.918000,4947.00,98.00,-98.00,0.7140,0.0470,-0.0260,0.8000,0.0290,-0.0620
2446,9899181,K02867.02,0.34,3.000e-02,-1.000e-02,516.0,,,6.287000,0.273000,-0.273000,4947.00,98.00,-98.00,0.7140,0.0470,-0.0260,0.8000,0.0290,-0.0620
2447,8884274,K02868.01,2.20,4.900e-01,-1.900e-01,737.0,,,31.030000,3.100000,-3.100000,5602.00,177.00,-197.00,0.8170,0.1810,-0.0720,0.9130,0.0830,-0.1150
2448,7767162,K02869.01,1.43,2.600e-01,-1.900e-01,1543.0,,,5.732000,0.236000,-0.236000,6333.00,75.00,-82.00,1.4380,0.2610,-0.1900,1.2790,0.0910,-0.1140
2449,4861791,K02870.01,2.11,5.700e-01,-2.000e-01,979.0,,,2.240000,1.100000,-1.100000,5822.00,175.00,-192.00,0.8980,0.2460,-0.0820,0.9940,0.1160,-0.1160
2450,4385148,K02942.01,1.98,5.000e-01,-1.800e-01,699.0,,,26.470000,3.200000,-3.200000,5745.00,181.00,-201.00,0.8370,0.2090,-0.0750,0.9280,0.1000,-0.1100
2451,4385148,K02942.02,2.25,5.600e-01,-2.000e-01,580.0,,,37.400000,17.900000,-17.900000,5745.00,181.00,-201.00,0.8370,0.2090,-0.0750,0.9280,0.1000,-0.1100
2452,9838468,K02943.01,1.56,2.400e-01,-2.400e-01,513.0,,,44.650000,5.300000,-5.300000,5746.00,115.00,-104.00,1.1330,0.1740,-0.1740,0.9540,0.0790,-0.0570
2453,6781548,K02944.01,28.17,9.150e+00,-3.050e+00,863.0,,,4.730000,2.400000,-2.400000,5899.00,184.00,-205.00,0.9600,0.3120,-0.1040,1.0600,0.1240,-0.1380
2454,8617363,K02945.01,2.52,5.700e-01,-2.000e-01,625.0,,,88.700000,19.700000,-19.700000,5749.00,153.00,-170.00,0.8640,0.1940,-0.0690,0.9610,0.0920,-0.1270
2455,11401755,K00277.02,1.45,7.000e-02,-7.000e-02,977.0,,,14.670000,0.906000,-0.906000,5919.00,62.00,-71.00,1.5850,0.0710,-0.0790,1.0090,0.0360,-0.0360
2456,7673192,K02722.01,1.51,2.600e-01,-2.400e-01,1140.0,,,8.570000,4.000000,-4.000000,6052.00,121.00,-133.00,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680
2457,7673192,K02722.02,1.44,2.500e-01,-2.200e-01,931.0,,,17.570000,7.000000,-7.000000,6052.00,121.00,-133.00,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680
2458,7673192,K02722.03,1.21,2.100e-01,-1.900e-01,1311.0,,,9.630000,1.600000,-1.600000,6052.00,121.00,-133.00,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680
2459,7673192,K02722.04,1.27,2.200e-01,-2.000e-01,1006.0,,,17.380000,3.100000,-3.100000,6052.00,121.00,-133.00,1.2020,0.2080,-0.1890,1.0150,0.0850,-0.0680
2460,11807274,K00262.01,1.68,9.000e-02,-9.000e-02,1196.0,,,14.714000,0.347000,-0.347000,6237.00,62.00,-74.00,1.5430,0.0840,-0.0750,1.1870,0.0800,-0.0620
2461,7670943,K00269.01,1.83,7.000e-02,-1.100e-01,900.0,,,8.470000,4.100000,-4.100000,6477.00,103.00,-116.00,1.4590,0.0580,-0.0860,1.3000,0.0590,-0.0720
2462,6697756,K02798.01,0.60,5.000e-02,-5.000e-02,1212.0,,,5.980000,1.200000,-1.200000,4374.00,118.00,-131.00,0.6140,0.0450,-0.0560,0.6000,0.0650,-0.0470
2463,5649833,K02799.01,1.24,3.600e-01,-1.500e-01,2564.0,,,2.132000,0.843000,-0.843000,6543.00,148.00,-198.00,1.1590,0.3330,-0.1430,1.1810,0.1620,-0.1460
2464,10518399,K02800.01,1.24,4.000e-01,-3.200e-01,1406.0,,,4.260000,2.100000,-2.100000,5653.00,152.00,-152.00,1.1390,0.3630,-0.2970,0.8420,0.1220,-0.0710
2465,5905822,K02801.01,1.06,1.800e-01,-2.000e-01,1194.0,,,3.830000,1.900000,-1.900000,6057.00,134.00,-121.00,1.4670,0.2500,-0.2770,1.0810,0.1130,-0.0830
2466,10793172,K02871.01,1.39,2.100e-01,-2.000e-01,807.0,,,26.040000,3.800000,-3.800000,5553.00,74.00,-74.00,1.0980,0.1610,-0.1610,0.9410,0.0620,-0.0480
2467,10793172,K02871.02,1.15,1.700e-01,-1.600e-01,1059.0,,,14.080000,4.500000,-4.500000,5553.00,74.00,-74.00,1.0980,0.1610,-0.1610,0.9410,0.0620,-0.0480
2468,7136729,K02872.01,0.91,1.200e-01,-1.200e-01,1077.0,,,9.560000,2.500000,-2.500000,5369.00,160.00,-160.00,0.7840,0.1090,-0.0980,0.7220,0.1070,-0.0460
2469,6364276,K02873.01,0.91,6.000e-02,-8.000e-02,654.0,,,3.779000,0.881000,-0.881000,4194.00,126.00,-139.00,0.6290,0.0400,-0.0600,0.6190,0.0590,-0.0590
2470,4367854,K02876.01,1.37,1.300e-01,-1.500e-01,836.0,,,15.090000,5.400000,-5.400000,5044.00,151.00,-136.00,0.7380,0.0720,-0.0790,0.7080,0.1000,-0.0500
2471,5108946,K02955.01,1.30,4.200e-01,-1.400e-01,2385.0,,,3.670000,1.200000,-1.200000,6246.00,174.00,-239.00,1.0920,0.3530,-0.1180,1.1800,0.1450,-0.1590
2472,8801316,K02956.01,1.36,1.600e-01,-3.700e-01,1947.0,,,6.355000,0.480000,-0.480000,6277.00,126.00,-113.00,2.7410,0.3240,-0.7570,1.4650,0.1820,-0.2230
2473,10597693,K02958.01,1.89,6.100e-01,-2.000e-01,634.0,,,66.790000,8.900000,-8.900000,6341.00,169.00,-207.00,1.0330,0.3340,-0.1110,1.0830,0.1430,-0.1430
2474,7466270,K02959.01,2.04,1.400e-01,-1.800e-01,455.0,,,11.520000,5.700000,-5.700000,4504.00,142.00,-178.00,0.5300,0.0380,-0.0460,0.5280,0.0400,-0.0330
2475,10876237,K02960.01,1.60,3.100e-01,-5.700e-01,2472.0,,,7.310000,1.700000,-1.700000,6230.00,171.00,-171.00,2.1900,0.4220,-0.7840,1.2290,0.2180,-0.2180
2476,12314973,K00279.01,6.08,3.400e-01,-4.300e-01,769.0,,,24.170000,6.100000,-6.100000,6206.00,80.00,-74.00,1.5730,0.0890,-0.1110,1.3050,0.0530,-0.0930
2477,3346154,K02723.01,2.58,7.600e-01,-2.600e-01,1403.0,,,6.120000,3.100000,-3.100000,5741.00,154.00,-188.00,0.9460,0.2790,-0.0930,1.0200,0.1110,-0.1220
2478,5308387,K02724.01,29.28,8.350e+00,-8.350e+00,2947.0,,,1.195000,0.519000,-0.519000,6559.00,155.00,-214.00,1.6020,0.4570,-0.4570,1.2770,0.1720,-0.2140
2479,6233573,K02725.01,51.02,1.394e+01,-3.252e+01,3434.0,,,1.212000,0.575000,-0.575000,5787.00,193.00,-176.00,2.6670,0.7290,-1.7000,1.2360,0.1660,-0.3860
2480,10363281,K02726.01,2.29,3.700e-01,-8.600e-01,3156.0,,,3.400000,1.600000,-1.600000,6477.00,176.00,-176.00,2.6280,0.4220,-0.9850,1.5190,0.1920,-0.3570
2481,4861527,K02727.01,1.75,5.600e-01,-1.800e-01,670.0,,,23.200000,11.300000,-11.300000,6326.00,169.00,-207.00,1.0010,0.3200,-0.1070,1.0470,0.1460,-0.1330
2482,5775129,K02802.01,1.72,2.800e-01,-2.100e-01,1283.0,,,13.800000,4.700000,-4.700000,5927.00,71.00,-83.00,1.1930,0.1980,-0.1480,1.0940,0.0730,-0.0730
2483,9898447,K02803.01,0.53,7.000e-02,-3.000e-02,1278.0,,,7.677000,0.714000,-0.714000,5615.00,101.00,-123.00,0.9360,0.1320,-0.0470,1.0220,0.0430,-0.0740
2484,5307568,K02804.01,1.01,2.900e-01,-1.400e-01,1375.0,,,6.346000,0.627000,-0.627000,5884.00,156.00,-191.00,1.0700,0.3070,-0.1410,1.0700,0.1220,-0.1360
2485,11135308,K02805.01,0.78,1.700e-01,-1.000e-01,1701.0,,,5.890000,1.900000,-1.900000,6324.00,150.00,-188.00,1.1150,0.2440,-0.1420,1.0170,0.1480,-0.1110
2486,2985587,K02807.01,2.34,7.200e-01,-4.100e-01,1472.0,,,4.500000,2.200000,-2.200000,6310.00,170.00,-208.00,1.2820,0.3910,-0.2280,1.1220,0.1810,-0.1310
2487,6521045,K00041.03,1.55,1.000e-01,-8.000e-02,670.0,,,34.700000,12.500000,-12.500000,5788.00,78.00,-78.00,1.4740,0.0940,-0.0790,1.0500,0.1260,-0.0680
2488,8077137,K00274.01,1.42,9.000e-02,-6.000e-02,968.0,,,26.810000,3.900000,-3.900000,6063.00,85.00,-73.00,1.6130,0.0980,-0.0740,1.0920,0.0780,-0.0500
2489,7019524,K02877.01,1.08,3.300e-01,-1.200e-01,1042.0,,,13.390000,1.700000,-1.700000,5914.00,158.00,-193.00,0.9550,0.2970,-0.0990,1.0110,0.1270,-0.1270
2490,5106313,K02878.01,1.13,4.000e-02,-9.000e-02,956.0,,,17.400000,2.900000,-2.900000,5018.00,83.00,-75.00,0.8380,0.0330,-0.0620,0.7950,0.0600,-0.0260
2491,9825174,K02880.01,1.22,3.000e-01,-1.300e-01,1873.0,,,5.561000,0.156000,-0.156000,5618.00,152.00,-169.00,0.8740,0.2130,-0.0980,0.8700,0.1040,-0.0850
2492,5642620,K02882.01,2.72,2.700e-01,-2.200e-01,281.0,,,49.300000,24.100000,-24.100000,4474.00,156.00,-171.00,0.6140,0.0620,-0.0500,0.6450,0.0620,-0.0620
2493,8429415,K02965.01,1.45,3.100e-01,-4.500e-01,2447.0,,,2.380000,1.000000,-1.000000,6463.00,175.00,-175.00,1.8230,0.3800,-0.5700,1.1030,0.1920,-0.1570
2494,5014903,K02966.01,1.89,5.300e-01,-2.300e-01,899.0,,,28.610000,7.500000,-7.500000,5765.00,173.00,-190.00,0.9400,0.2680,-0.1150,0.9460,0.1140,-0.1020
2495,5980783,K02967.01,2.31,5.700e-01,-2.500e-01,493.0,,,17.510000,8.700000,-8.700000,5646.00,186.00,-186.00,0.8170,0.2030,-0.0870,0.8640,0.0970,-0.0880
2496,8873090,K02968.01,1.99,3.100e-01,-6.000e-01,1389.0,,,5.510000,2.600000,-2.600000,6133.00,134.00,-121.00,2.7100,0.4090,-0.8180,1.4010,0.1500,-0.2440
2497,8560804,K02969.01,2.41,4.000e-01,-5.600e-01,757.0,,,16.970000,8.000000,-8.000000,6007.00,81.00,-81.00,1.7590,0.2970,-0.4090,1.3110,0.1200,-0.1730
2498,12008872,K02729.01,1.96,6.000e-01,-3.300e-01,831.0,,,14.470000,7.100000,-7.100000,6143.00,164.00,-200.00,1.1160,0.3440,-0.1850,1.0010,0.1660,-0.1110
2499,8415200,K02730.01,1.31,2.100e-01,-2.400e-01,1214.0,,,9.860000,1.700000,-1.700000,5576.00,83.00,-75.00,1.2890,0.1980,-0.2420,0.9630,0.0730,-0.0530
2500,4072333,K02731.01,1.64,3.700e-01,-1.600e-01,1319.0,,,6.890000,2.900000,-2.900000,5645.00,169.00,-169.00,0.8650,0.1930,-0.0830,0.9650,0.0830,-0.1150
2501,9886361,K02732.01,1.38,2.500e-01,-2.200e-01,1194.0,,,9.165000,0.516000,-0.516000,6170.00,110.00,-135.00,1.4990,0.2720,-0.2450,1.2820,0.0910,-0.1140
2502,9886361,K02732.03,2.07,3.800e-01,-3.400e-01,604.0,,,41.400000,19.500000,-19.500000,6170.00,110.00,-135.00,1.4990,0.2720,-0.2450,1.2820,0.0910,-0.1140
2503,3730335,K02808.01,1.92,4.900e-01,-7.400e-01,2967.0,,,6.196000,0.405000,-0.405000,6049.00,190.00,-232.00,1.8270,0.4670,-0.7010,1.2090,0.1810,-0.2220
2504,6528464,K00270.01,1.53,5.000e-02,-3.000e-02,917.0,,,15.223000,0.621000,-0.621000,5587.00,100.00,-58.00,1.4230,0.0470,-0.0260,0.9110,0.0550,-0.0260
2505,7428316,K02809.01,1.38,3.500e-01,-1.300e-01,941.0,,,12.420000,5.800000,-5.800000,6050.00,164.00,-182.00,0.8960,0.2310,-0.0820,0.9790,0.1070,-0.1310
2506,10275766,K02810.01,23.92,7.450e+00,-2.650e+00,2420.0,,,1.195000,0.390000,-0.390000,6363.00,177.00,-221.00,1.1980,0.3730,-0.1330,1.2730,0.1510,-0.1840
2507,10275766,K02810.02,2.53,1.490e+00,-3.600e-01,303.0,,,212.100000,82.800000,-82.800000,6392.00,157.00,-276.00,1.2300,0.7200,-0.1750,1.2810,0.2260,-0.2420
2508,6370120,K02811.01,0.80,4.000e-02,-6.000e-02,1102.0,,,6.310000,2.400000,-2.400000,4414.00,132.00,-145.00,0.6890,0.0340,-0.0490,0.7230,0.0370,-0.0590
2509,5642620,K02882.02,1.40,1.400e-01,-1.200e-01,1505.0,,,1.511000,0.736000,-0.736000,4474.00,156.00,-171.00,0.6140,0.0620,-0.0500,0.6450,0.0620,-0.0620
2510,5209845,K02883.01,2.10,1.300e-01,-2.000e-01,525.0,,,24.500000,11.600000,-11.600000,4359.00,138.00,-172.00,0.6590,0.0420,-0.0620,0.6480,0.0640,-0.0570
2511,9652649,K02884.01,0.64,1.400e-01,-7.000e-02,1230.0,,,3.340000,1.600000,-1.600000,5615.00,152.00,-152.00,0.8330,0.1890,-0.0870,0.8270,0.1060,-0.0710
2512,11100670,K02885.01,0.99,1.900e-01,-8.000e-02,562.0,,,41.300000,10.000000,-10.000000,5528.00,210.00,-191.00,0.7100,0.1370,-0.0590,0.7880,0.0810,-0.0810
2513,6129524,K02886.01,1.24,2.100e-01,-1.000e-01,1564.0,,,4.710000,1.300000,-1.300000,5268.00,184.00,-184.00,0.7760,0.1310,-0.0660,0.8710,0.0690,-0.1030
2514,5794570,K02675.01,2.17,3.100e-01,-1.100e-01,978.0,,,15.330000,7.200000,-7.200000,5721.00,103.00,-126.00,0.9050,0.1270,-0.0450,0.9830,0.0560,-0.0700
2515,5794570,K02675.02,1.00,1.400e-01,-5.000e-02,1659.0,,,5.060000,2.500000,-2.500000,5721.00,103.00,-126.00,0.9050,0.1270,-0.0450,0.9830,0.0560,-0.0700
2516,5649325,K02676.01,10.65,2.320e+00,-5.400e+00,467.0,,,34.190000,4.600000,-4.600000,5970.00,201.00,-201.00,2.2290,0.4850,-1.1310,1.2390,0.1660,-0.2850
2517,9958387,K02677.01,9.91,1.840e+00,-4.280e+00,354.0,,,77.870000,5.400000,-5.400000,5185.00,93.00,-70.00,1.8530,0.3430,-0.8010,1.0800,0.1490,-0.1490
2518,6779260,K02678.01,2.25,2.300e-01,-1.200e-01,1012.0,,,8.330000,4.100000,-4.100000,5397.00,107.00,-107.00,0.8310,0.0840,-0.0450,0.8780,0.0430,-0.0590
2519,11807274,K00262.02,1.89,1.000e-01,-1.000e-01,1125.0,,,19.780000,9.700000,-9.700000,6237.00,62.00,-74.00,1.5430,0.0840,-0.0750,1.1870,0.0800,-0.0620
2520,5953297,K02733.01,1.45,8.000e-02,-6.000e-02,772.0,,,4.950000,2.500000,-2.500000,4868.00,78.00,-78.00,0.7460,0.0450,-0.0300,0.8140,0.0290,-0.0500
2521,7659389,K02734.01,3.45,5.800e-01,-3.100e-01,1005.0,,,6.710000,3.300000,-3.300000,5223.00,183.00,-183.00,0.8850,0.1470,-0.0790,0.9130,0.0610,-0.0810
2522,9472074,K02735.01,1.33,1.800e-01,-9.000e-02,1787.0,,,5.260000,1.300000,-1.300000,5151.00,154.00,-138.00,0.7920,0.1060,-0.0530,0.9030,0.0460,-0.0920
2523,10842192,K02736.01,2.39,1.700e-01,-2.300e-01,577.0,,,14.260000,7.000000,-7.000000,4442.00,133.00,-146.00,0.6480,0.0460,-0.0610,0.6370,0.0680,-0.0510
